"","Genus_Species","Common Name","Genus","Species","Tribe","Subfamily","Family","n","ows"
"9151","Papaipema unimoda","Meadow Rue Borer Moth","Papaipema","unimoda","Apameini","Noctuinae","Noctuidae",1,NA
"9152","Papestra biren",NA,"Papestra","biren","Hadenini","Noctuinae","Noctuidae",1,NA
"9153","Papestra brenda",NA,"Papestra","brenda","Hadenini","Noctuinae","Noctuidae",1,NA
"9154","Papestra cristifera",NA,"Papestra","cristifera","Hadenini","Noctuinae","Noctuidae",1,NA
"9155","Papestra invalida",NA,"Papestra","invalida","Hadenini","Noctuinae","Noctuidae",1,NA
"9156","Papestra quadrata",NA,"Papestra","quadrata","Hadenini","Noctuinae","Noctuidae",1,NA
"9157","Papilio alexiares",NA,"Papilio","alexiares","Papilionini","Papilioninae","Papilionidae",1,NA
"9158","Papilio anchisiades",NA,"Papilio","anchisiades","Papilionini","Papilioninae","Papilionidae",1,NA
"9159","Papilio andraemon",NA,"Papilio","andraemon","Papilionini","Papilioninae","Papilionidae",1,NA
"9160","Papilio androgeus",NA,"Papilio","androgeus","Papilionini","Papilioninae","Papilionidae",1,NA
"9161","Papilio appalachiensis",NA,"Papilio","appalachiensis","Papilionini","Papilioninae","Papilionidae",1,NA
"9162","Papilio aristodemus",NA,"Papilio","aristodemus","Papilionini","Papilioninae","Papilionidae",1,NA
"9163","Papilio brevicauda",NA,"Papilio","brevicauda","Papilionini","Papilioninae","Papilionidae",1,NA
"9164","Papilio canadensis",NA,"Papilio","canadensis","Papilionini","Papilioninae","Papilionidae",1,NA
"9165","Papilio cresphontes",NA,"Papilio","cresphontes","Papilionini","Papilioninae","Papilionidae",1,NA
"9166","Papilio eurymedon",NA,"Papilio","eurymedon","Papilionini","Papilioninae","Papilionidae",1,NA
"9167","Papilio garamas",NA,"Papilio","garamas","Papilionini","Papilioninae","Papilionidae",1,NA
"9168","Papilio glaucus",NA,"Papilio","glaucus","Papilionini","Papilioninae","Papilionidae",1,NA
"9169","Papilio indra",NA,"Papilio","indra","Papilionini","Papilioninae","Papilionidae",1,NA
"9170","Papilio joanae",NA,"Papilio","joanae","Papilionini","Papilioninae","Papilionidae",1,NA
"9171","Papilio machaon",NA,"Papilio","machaon","Papilionini","Papilioninae","Papilionidae",1,NA
"9172","Papilio multicaudata",NA,"Papilio","multicaudata","Papilionini","Papilioninae","Papilionidae",1,NA
"9173","Papilio ornythion",NA,"Papilio","ornythion","Papilionini","Papilioninae","Papilionidae",1,NA
"9174","Papilio palamedes",NA,"Papilio","palamedes","Papilionini","Papilioninae","Papilionidae",1,NA
"9175","Papilio pallas",NA,"Papilio","pallas","Papilionini","Papilioninae","Papilionidae",1,NA
"9176","Papilio pilumnus",NA,"Papilio","pilumnus","Papilionini","Papilioninae","Papilionidae",1,NA
"9177","Papilio polyxenes",NA,"Papilio","polyxenes","Papilionini","Papilioninae","Papilionidae",1,NA
"9178","Papilio rogeri",NA,"Papilio","rogeri","Papilionini","Papilioninae","Papilionidae",1,NA
"9179","Papilio rumiko",NA,"Papilio","rumiko","Papilionini","Papilioninae","Papilionidae",1,NA
"9180","Papilio rutulus",NA,"Papilio","rutulus","Papilionini","Papilioninae","Papilionidae",1,NA
"9181","Papilio thoas",NA,"Papilio","thoas","Papilionini","Papilioninae","Papilionidae",1,NA
"9182","Papilio troilus",NA,"Papilio","troilus","Papilionini","Papilioninae","Papilionidae",1,NA
"9183","Papilio victorinus",NA,"Papilio","victorinus","Papilionini","Papilioninae","Papilionidae",1,NA
"9184","Papilio xuthus",NA,"Papilio","xuthus","Papilionini","Papilioninae","Papilionidae",1,NA
"9185","Papilio zelicaon",NA,"Papilio","zelicaon","Papilionini","Papilioninae","Papilionidae",1,NA
"9186","Parabagrotis cupidissima",NA,"Parabagrotis","cupidissima","Noctuini","Noctuinae","Noctuidae",1,NA
"9187","Parabagrotis exsertistigma",NA,"Parabagrotis","exsertistigma","Noctuini","Noctuinae","Noctuidae",1,NA
"9188","Parabagrotis formalis",NA,"Parabagrotis","formalis","Noctuini","Noctuinae","Noctuidae",1,NA
"9189","Parabagrotis insularis",NA,"Parabagrotis","insularis","Noctuini","Noctuinae","Noctuidae",1,NA
"9190","Parabagrotis sulinaris",NA,"Parabagrotis","sulinaris","Noctuini","Noctuinae","Noctuidae",1,NA
"9191","Parabarrovia keelei",NA,"Parabarrovia","keelei","Noctuini","Noctuinae","Noctuidae",1,NA
"9192","Parabarrovia ogilviensis",NA,"Parabarrovia","ogilviensis","Noctuini","Noctuinae","Noctuidae",1,NA
"9193","Parabarrovia omilaki",NA,"Parabarrovia","omilaki","Noctuini","Noctuinae","Noctuidae",1,NA
"9194","Parachma ochracealis",NA,"Parachma","ochracealis",NA,"Chrysauginae","Pyralidae",1,NA
"9195","Paraclemensia acerifoliella","Maple Leafcutter Moth","Paraclemensia","acerifoliella",NA,"[Incurvariinae]","Incurvariidae",1,NA
"9196","Paracorsia repandalis",NA,"Paracorsia","repandalis",NA,"Pyraustinae","Crambidae",1,NA
"9197","Paradiarsia littoralis",NA,"Paradiarsia","littoralis","Noctuini","Noctuinae","Noctuidae",1,NA
"9198","Paraeschra georgica","Georgian Prominent","Paraeschra","georgica",NA,"Notodontinae","Notodontidae",1,NA
"9199","Paraeschra tortuosa","Paraeschra tortuosa","Paraeschra","tortuosa",NA,"Notodontinae","Notodontidae",1,NA
"9200","Paragalasa exospinalis",NA,"Paragalasa","exospinalis",NA,"Chrysauginae","Pyralidae",1,NA
"9201","Paraglaucina hulstinoides",NA,"Paraglaucina","hulstinoides","Boarmiini","Ennominae","Geometridae",1,NA
"9202","Parahypenodes quadralis","Masked Parahypenodes Moth","Parahypenodes","quadralis",NA,"Hypenodinae","Erebidae",1,NA
"9203","Paraleucoptera albella","Cottonwood Leafminer Moth","Paraleucoptera","albella",NA,"Cemiostominae","Lyonetiidae",1,NA
"9204","Paraleucoptera heinrichi",NA,"Paraleucoptera","heinrichi",NA,"Cemiostominae","Lyonetiidae",1,NA
"9205","Parallelia bistriaris","Maple Looper Moth","Parallelia","bistriaris","Poaphilini","Erebinae","Erebidae",1,NA
"9206","Paralobesia aemulana",NA,"Paralobesia","aemulana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9207","Paralobesia aruncana",NA,"Paralobesia","aruncana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9208","Paralobesia blandula",NA,"Paralobesia","blandula","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9209","Paralobesia cyclopiana",NA,"Paralobesia","cyclopiana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9210","Paralobesia cypripediana",NA,"Paralobesia","cypripediana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9211","Paralobesia exasperana",NA,"Paralobesia","exasperana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9212","Paralobesia liriodendrana","Tulip-tree Leaftier Moth","Paralobesia","liriodendrana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9213","Paralobesia marilynae","Marilyn's Paralobesia","Paralobesia","marilynae","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9214","Paralobesia monotropana",NA,"Paralobesia","monotropana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9215","Paralobesia palliolana",NA,"Paralobesia","palliolana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9216","Paralobesia piceana",NA,"Paralobesia","piceana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9217","Paralobesia rhoifructana",NA,"Paralobesia","rhoifructana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9218","Paralobesia sambuci",NA,"Paralobesia","sambuci","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9219","Paralobesia slingerlandana",NA,"Paralobesia","slingerlandana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9220","Paralobesia spiraeifoliana",NA,"Paralobesia","spiraeifoliana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9221","Paralobesia vernoniana",NA,"Paralobesia","vernoniana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9222","Paralobesia viteana","Grape Berry Moth","Paralobesia","viteana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9223","Paralobesia yaracana",NA,"Paralobesia","yaracana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"9224","Paramacera xicaque",NA,"Paramacera","xicaque","Satyrini","Satyrinae","Nymphalidae",1,NA
"9225","Paramiana callaisata",NA,"Paramiana","callaisata","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"9226","Paramiana canoa",NA,"Paramiana","canoa","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"9227","Paramiana marina",NA,"Paramiana","marina","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"9228","Paramiana perissa",NA,"Paramiana","perissa","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"9229","Paramiana smaragdina",NA,"Paramiana","smaragdina","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"9230","Paranthrene asilipennis","Oak Clearwing Moth","Paranthrene","asilipennis","Paranthrenini","Sesiinae","Sesiidae",1,NA
"9231","Paranthrene dollii","Poplar Clearwing Moth","Paranthrene","dollii","Paranthrenini","Sesiinae","Sesiidae",1,NA
"9232","Paranthrene fenestrata",NA,"Paranthrene","fenestrata","Paranthrenini","Sesiinae","Sesiidae",1,NA
"9233","Paranthrene pellucida","Pin Oak Clearwing Moth","Paranthrene","pellucida","Paranthrenini","Sesiinae","Sesiidae",1,NA
"9234","Paranthrene robiniae","Western Poplar Clearwing Moth","Paranthrene","robiniae","Paranthrenini","Sesiinae","Sesiidae",1,NA
"9235","Paranthrene simulans","Red Oak Clearwing Moth","Paranthrene","simulans","Paranthrenini","Sesiinae","Sesiidae",1,NA
"9236","Paranthrene tabaniformis","European Poplar Clearwing Moth","Paranthrene","tabaniformis","Paranthrenini","Sesiinae","Sesiidae",1,NA
"9237","Parapamea buffaloensis","Buffalo Moth","Parapamea","buffaloensis","Apameini","Noctuinae","Noctuidae",1,NA
"9238","Parapediasia decorellus","Graceful Grass-veneer Moth","Parapediasia","decorellus","Crambini","Crambinae","Crambidae",1,NA
"9239","Parapediasia hulstellus",NA,"Parapediasia","hulstellus","Crambini","Crambinae","Crambidae",1,NA
"9240","Parapediasia ligonellus",NA,"Parapediasia","ligonellus","Crambini","Crambinae","Crambidae",1,NA
"9241","Parapediasia teterrellus","Bluegrass Webworm Moth","Parapediasia","teterrellus","Crambini","Crambinae","Crambidae",1,NA
"9242","Parapediasia torquatella",NA,"Parapediasia","torquatella","Crambini","Crambinae","Crambidae",1,NA
"9243","Parapheromia cassinoi",NA,"Parapheromia","cassinoi","Boarmiini","Ennominae","Geometridae",1,NA
"9244","Parapheromia configurata",NA,"Parapheromia","configurata","Boarmiini","Ennominae","Geometridae",1,NA
"9245","Parapheromia falsata",NA,"Parapheromia","falsata","Boarmiini","Ennominae","Geometridae",1,NA
"9246","Parapheromia ficta",NA,"Parapheromia","ficta","Boarmiini","Ennominae","Geometridae",1,NA
"9247","Parapheromia lichenaria",NA,"Parapheromia","lichenaria","Boarmiini","Ennominae","Geometridae",1,NA
"9248","Paraplatyptilia albiciliatus",NA,"Paraplatyptilia","albiciliatus","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9249","Paraplatyptilia albidorsellus",NA,"Paraplatyptilia","albidorsellus","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9250","Paraplatyptilia albidus",NA,"Paraplatyptilia","albidus","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9251","Paraplatyptilia albui",NA,"Paraplatyptilia","albui","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9252","Paraplatyptilia atlantica",NA,"Paraplatyptilia","atlantica","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9253","Paraplatyptilia auriga",NA,"Paraplatyptilia","auriga","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9254","Paraplatyptilia baueri",NA,"Paraplatyptilia","baueri","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9255","Paraplatyptilia bifida",NA,"Paraplatyptilia","bifida","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9256","Paraplatyptilia carolina",NA,"Paraplatyptilia","carolina","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9257","Paraplatyptilia cooleyi",NA,"Paraplatyptilia","cooleyi","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9258","Paraplatyptilia edwardsii",NA,"Paraplatyptilia","edwardsii","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9259","Paraplatyptilia fragilis",NA,"Paraplatyptilia","fragilis","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9260","Paraplatyptilia glacialis",NA,"Paraplatyptilia","glacialis","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9261","Paraplatyptilia grandis",NA,"Paraplatyptilia","grandis","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9262","Paraplatyptilia immaculata",NA,"Paraplatyptilia","immaculata","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9263","Paraplatyptilia lutescens",NA,"Paraplatyptilia","lutescens","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9264","Paraplatyptilia maea",NA,"Paraplatyptilia","maea","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9265","Paraplatyptilia modesta",NA,"Paraplatyptilia","modesta","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9266","Paraplatyptilia nana",NA,"Paraplatyptilia","nana","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9267","Paraplatyptilia petrodactylus",NA,"Paraplatyptilia","petrodactylus","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9268","Paraplatyptilia sabourini",NA,"Paraplatyptilia","sabourini","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9269","Paraplatyptilia shastae",NA,"Paraplatyptilia","shastae","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9270","Paraplatyptilia watkinsi",NA,"Paraplatyptilia","watkinsi","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9271","Paraplatyptilia xylopsamma",NA,"Paraplatyptilia","xylopsamma","Platyptiliini","Pterophorinae","Pterophoridae",1,NA
"9272","Parapoynx allionealis","Watermilfoil Leafcutter Moth","Parapoynx","allionealis","Nymphulini","Acentropinae","Crambidae",1,NA
"9273","Parapoynx badiusalis","Chestnut-marked Pondweed Moth","Parapoynx","badiusalis","Nymphulini","Acentropinae","Crambidae",1,NA
"9274","Parapoynx curviferalis",NA,"Parapoynx","curviferalis","Nymphulini","Acentropinae","Crambidae",1,NA
"9275","Parapoynx diminutalis","Hydrilla Leafcutter Moth","Parapoynx","diminutalis","Nymphulini","Acentropinae","Crambidae",1,NA
"9276","Parapoynx maculalis","Polymorphic Pondweed Moth","Parapoynx","maculalis","Nymphulini","Acentropinae","Crambidae",1,NA
"9277","Parapoynx obscuralis","Obscure Pondweed Moth","Parapoynx","obscuralis","Nymphulini","Acentropinae","Crambidae",1,NA
"9278","Parapoynx seminealis","Floating-heart Waterlilly Moth","Parapoynx","seminealis","Nymphulini","Acentropinae","Crambidae",1,NA
"9279","Parasa chloris","Smaller Parasa Moth","Parasa","chloris",NA,"Limacodinae","Limacodidae",1,NA
"9280","Parasa indetermina","Stinging Rose Caterpillar Moth","Parasa","indetermina",NA,"Limacodinae","Limacodidae",1,NA
"9281","Parascotia fuliginaria","Waved Black Moth","Parascotia","fuliginaria","Boletobiini","Boletobiinae","Erebidae",1,NA
"9282","Paraseptis adnixa",NA,"Paraseptis","adnixa","Xylenini","Noctuinae","Noctuidae",1,NA
"9283","Parastichtis suspecta",NA,"Parastichtis","suspecta","Xylenini","Noctuinae","Noctuidae",1,NA
"9284","Paraswammerdamia albicapitella",NA,"Paraswammerdamia","albicapitella","Yponomeutini","Yponomeutinae","Yponomeutidae",1,NA
"9285","Paraswammerdamia conspersella",NA,"Paraswammerdamia","conspersella","Yponomeutini","Yponomeutinae","Yponomeutidae",1,NA
"9286","Paraswammerdamia lapponica",NA,"Paraswammerdamia","lapponica","Yponomeutini","Yponomeutinae","Yponomeutidae",1,NA
"9287","Paraswammerdamia nebulella",NA,"Paraswammerdamia","nebulella","Yponomeutini","Yponomeutinae","Yponomeutidae",1,NA
"9288","Parategeticula pollenifera",NA,"Parategeticula","pollenifera",NA,"Prodoxinae","Prodoxidae",1,NA
"9289","Paratrachea viridescens",NA,"Paratrachea","viridescens","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"9290","Paratrea plebeja","Plebeian Sphinx Moth","Paratrea","plebeja","Sphingini","Sphinginae","Sphingidae",1,NA
"9291","Paratrytone snowi",NA,"Paratrytone","snowi","Hesperiini","Hesperiinae","Hesperiidae",1,NA
"9292","Parectopa basquella",NA,"Parectopa","basquella",NA,"Ornixolinae","Gracillariidae",1,NA
"9293","Parectopa bumeliella",NA,"Parectopa","bumeliella",NA,"Ornixolinae","Gracillariidae",1,NA
"9294","Parectopa geraniella",NA,"Parectopa","geraniella",NA,"Ornixolinae","Gracillariidae",1,NA
"9295","Parectopa interpositella",NA,"Parectopa","interpositella",NA,"Ornixolinae","Gracillariidae",1,NA
"9296","Parectopa lespedezaefoliella",NA,"Parectopa","lespedezaefoliella",NA,"Ornixolinae","Gracillariidae",1,NA
"9297","Parectopa pennsylvaniella",NA,"Parectopa","pennsylvaniella",NA,"Ornixolinae","Gracillariidae",1,NA
"9298","Parectopa plantaginisella",NA,"Parectopa","plantaginisella",NA,"Ornixolinae","Gracillariidae",1,NA
"9299","Parectopa robiniella","Locust Digitate Leafminer Moth","Parectopa","robiniella",NA,"Ornixolinae","Gracillariidae",1,NA
"9300","Parectopa thermopsella",NA,"Parectopa","thermopsella",NA,"Ornixolinae","Gracillariidae",1,NA
"9301","Paregesta californiensis",NA,"Paregesta","californiensis","Glaphyriini","Glaphyriinae","Crambidae",1,NA
"9302","Pareuchaetes insulata","Yellow-winged Pareuchaetes Moth","Pareuchaetes","insulata","Arctiini","Arctiinae","Erebidae",1,NA
"9303","Parexcelsa ultraria",NA,"Parexcelsa","ultraria","Nacophorini","Ennominae","Geometridae",1,NA
"9304","Parides alopius",NA,"Parides","alopius","Troidini","Papilioninae","Papilionidae",1,NA
"9305","Parides eurimedes",NA,"Parides","eurimedes","Troidini","Papilioninae","Papilionidae",1,NA
"9306","Parilexia antilleata",NA,"Parilexia","antilleata","Caberini","Ennominae","Geometridae",1,NA
"9307","Parilexia nicetaria",NA,"Parilexia","nicetaria","Caberini","Ennominae","Geometridae",1,NA
"9308","Parilexia proditata",NA,"Parilexia","proditata","Caberini","Ennominae","Geometridae",1,NA
"9309","Parnassius behrii",NA,"Parnassius","behrii","Parnassiini","Parnassiinae","Papilionidae",1,NA
"9310","Parnassius clodius",NA,"Parnassius","clodius","Parnassiini","Parnassiinae","Papilionidae",1,NA
"9311","Parnassius eversmanni",NA,"Parnassius","eversmanni","Parnassiini","Parnassiinae","Papilionidae",1,NA
"9312","Parnassius phoebus",NA,"Parnassius","phoebus","Parnassiini","Parnassiinae","Papilionidae",1,NA
"9313","Parnassius smintheus",NA,"Parnassius","smintheus","Parnassiini","Parnassiinae","Papilionidae",1,NA
"9314","Parochromolopis floridana",NA,"Parochromolopis","floridana",NA,"Ochromolopinae","Epermeniidae",1,NA
"9315","Parornix alta",NA,"Parornix","alta",NA,"Parornichinae","Gracillariidae",1,NA
"9316","Parornix arbitrella",NA,"Parornix","arbitrella",NA,"Parornichinae","Gracillariidae",1,NA
"9317","Parornix arbutifoliella",NA,"Parornix","arbutifoliella",NA,"Parornichinae","Gracillariidae",1,NA
"9318","Parornix betulae",NA,"Parornix","betulae",NA,"Parornichinae","Gracillariidae",1,NA
"9319","Parornix boreasella",NA,"Parornix","boreasella",NA,"Parornichinae","Gracillariidae",1,NA
"9320","Parornix conspicuella",NA,"Parornix","conspicuella",NA,"Parornichinae","Gracillariidae",1,NA
"9321","Parornix crataegifoliella",NA,"Parornix","crataegifoliella",NA,"Parornichinae","Gracillariidae",1,NA
"9322","Parornix dubitella",NA,"Parornix","dubitella",NA,"Parornichinae","Gracillariidae",1,NA
"9323","Parornix festinella",NA,"Parornix","festinella",NA,"Parornichinae","Gracillariidae",1,NA
"9324","Parornix geminatella","Unspotted Tentiform Leafminer Moth","Parornix","geminatella",NA,"Parornichinae","Gracillariidae",1,NA
"9325","Parornix innotata",NA,"Parornix","innotata",NA,"Parornichinae","Gracillariidae",1,NA
"9326","Parornix inusitatumella",NA,"Parornix","inusitatumella",NA,"Parornichinae","Gracillariidae",1,NA
"9327","Parornix kalmiella",NA,"Parornix","kalmiella",NA,"Parornichinae","Gracillariidae",1,NA
"9328","Parornix melanotella",NA,"Parornix","melanotella",NA,"Parornichinae","Gracillariidae",1,NA
"9329","Parornix obliterella",NA,"Parornix","obliterella",NA,"Parornichinae","Gracillariidae",1,NA
"9330","Parornix peregrinaella",NA,"Parornix","peregrinaella",NA,"Parornichinae","Gracillariidae",1,NA
"9331","Parornix preciosella",NA,"Parornix","preciosella",NA,"Parornichinae","Gracillariidae",1,NA
"9332","Parornix quadripunctella",NA,"Parornix","quadripunctella",NA,"Parornichinae","Gracillariidae",1,NA
"9333","Parornix spiraeifoliella",NA,"Parornix","spiraeifoliella",NA,"Parornichinae","Gracillariidae",1,NA
"9334","Parornix strobivorella",NA,"Parornix","strobivorella",NA,"Parornichinae","Gracillariidae",1,NA
"9335","Parornix texanella",NA,"Parornix","texanella",NA,"Parornichinae","Gracillariidae",1,NA
"9336","Parornix trepidella",NA,"Parornix","trepidella",NA,"Parornichinae","Gracillariidae",1,NA
